,timestamp,productpage-v1_details-v1,details-v1_istio-telemetry,mongodb-v1_istio-telemetry,productpage-v1_istio-telemetry,ratings-v1_istio-telemetry,ratings-v2_istio-telemetry,reviews-v1_istio-telemetry,reviews-v2_istio-telemetry,reviews-v3_istio-telemetry,reviews-v2_ratings-v1,reviews-v3_ratings-v1,reviews-v2_ratings-v2,reviews-v3_ratings-v2,productpage-v1_reviews-v1,productpage-v1_reviews-v2,productpage-v1_reviews-v3
0,2021-06-03 16:53:00,3.5519125683060113,3.75,375.0,25.0,24.999999999999986,175.0,75.00000000000001,25.0,,2.5,2.5,20.0,21.142857142857142,2.5,14.852941176470589,25.543478260869566
1,2021-06-03 16:54:00,3.9377289377289384,75.0,75.00000000000001,2.5,75.0,100.0,21.249999999999996,5.0,75.00000000000001,2.5,2.5,21.249999999999996,21.25,2.5,9.945652173913043,11.800000000000002
2,2021-06-03 16:55:00,3.442307692307693,100.0,,17.5,250.0,125.0,333.3333333333333,17.5,75.00000000000001,2.5,2.5,22.884615384615387,21.14864864864865,2.5,9.817073170731708,9.642857142857144
3,2021-06-03 16:56:00,3.6650485436893203,100.0,100.0,250.0,175.00000000000003,115.0,7.500000000000002,625.0,75.00000000000001,2.5,2.5,22.27272727272727,24.741379310344826,2.518939393939394,9.912280701754387,9.920634920634921
4,2021-06-03 16:57:00,3.7330316742081453,91.66666666666667,175.0,7.5,54.16666666666667,37.49999999999999,37.5,,100.0,2.5,2.5,19.705882352941178,19.622641509433965,2.518939393939394,14.3421052631579,17.000000000000004
5,2021-06-03 16:58:00,3.6946902654867255,87.50000000000001,,17.5,25.0,145.00000000000003,37.50000000000001,281.25,100.0,2.5,2.5,19.900000000000002,20.108695652173914,2.5,26.04166666666667,16.428571428571416
6,2021-06-03 17:00:00,3.082706766917293,100.0,62.5,10.0,291.6666666666667,91.66666666666667,37.50000000000001,118.75000000000001,75.00000000000001,2.5,2.5,18.97321428571429,20.73529411764706,2.5,14.090909090909095,25.694444444444446
7,2021-06-03 17:01:00,3.5955056179775284,100.0,75.00000000000001,17.5,5.0,5.0,7.5,150.00000000000003,5.0,2.5,2.5,19.347826086956523,20.192307692307693,2.5,16.25,12.14285714285714
8,2021-06-03 17:02:00,3.384146341463415,100.0,100.0,5.0,25.00000000000001,375.0,50.0,66.66666666666669,75.00000000000001,2.5,2.5,21.440677966101696,20.0,2.5,40.322580645161295,10.0
9,2021-06-03 17:03:00,3.533464566929134,75.0,75.00000000000001,375.0,83.33333333333334,175.00000000000009,37.5,75.00000000000001,5.0,2.5,2.5,21.176470588235297,20.851063829787236,2.5170068027210886,15.624999999999993,20.961538461538463
10,2021-06-03 17:04:00,3.8930348258706466,75.00000000000001,10.0,8.75,1107.142857142857,75.00000000000001,150.0,17.499999999999996,100.0,2.5,2.5,25.390625,21.73076923076923,2.5,30.833333333333336,20.781250000000004
11,2021-06-03 17:05:00,3.621076233183857,375.0,75.00000000000001,5.0,150.0,75.00000000000001,17.499999999999996,156.25,2.5,2.5,2.5,20.867346938775515,19.852941176470587,2.5,18.90625,18.382352941176478
12,2021-06-03 17:06:00,3.563636363636364,250.0,75.00000000000001,5.0,21.25,75.00000000000001,41.66666666666667,5.0,91.66666666666667,2.5,2.5,22.38372093023256,21.479591836734695,2.5,195.83333333333331,17.5
13,2021-06-03 17:07:00,3.0916030534351155,87.50000000000001,5.0,10.0,175.0,58.33333333333334,50.0,160.00000000000003,75.00000000000001,2.5,2.5,34.090909090909086,20.555555555555557,2.5158227848101267,3750.0,20.500000000000004
14,2021-06-03 17:08:00,3.442760942760942,62.5,75.00000000000001,17.5,41.66666666666666,62.500000000000014,3.4999999999999996,49.999999999999986,75.00000000000001,2.5,2.5,31.25,19.816176470588236,2.5,97.82608695652176,11.874999999999993
15,2021-06-03 17:09:00,3.5741444866920147,100.0,500.0,1750.0,212.50000000000003,75.00000000000001,137.50000000000006,212.49999999999997,75.00000000000001,2.5,2.5,17.5,18.928571428571434,2.5,80.00000000000001,9.728915662650602
16,2021-06-03 17:10:00,3.33695652173913,75.00000000000001,75.00000000000001,17.5,5.0,75.0,5.0,75.00000000000001,625.0000000000001,,2.5,25.0,21.33720930232558,2.5,47.58771929824562,10.468749999999998
17,2021-06-03 17:11:00,3.031496062992126,75.0,2.5,175.0,5.0,75.00000000000001,5.0,17.500000000000004,87.50000000000001,,2.5,,22.452830188679247,2.5,49.20634920634921,18.437499999999996
18,2021-06-03 17:12:00,3.086053412462908,66.66666666666667,100.0,17.5,66.66666666666669,87.50000000000003,87.5,5.0,62.5,,2.5,,20.988372093023255,2.5,43.16860465116279,14.891304347826084
19,2021-06-03 17:13:00,3.1393129770992365,75.00000000000001,750.0,25.0,225.0,250.0,5.0,31.25,17.5,,2.5,,19.95689655172414,2.514450867052023,30.448717948717956,19.375000000000004
20,2021-06-03 17:15:00,3.3007117437722417,87.50000000000001,100.0,25.0,212.50000000000003,175.00000000000009,37.50000000000001,1750.0,75.0,,2.5,,19.485294117647058,2.512953367875648,45.06578947368421,9.921052631578949
21,2021-06-03 17:17:00,3.3600917431192663,68.75,5.0,10.0,25.0,25.0,37.50000000000001,150.00000000000003,75.00000000000001,,2.5,,26.92307692307692,2.5,49.09090909090909,15.000000000000005
22,2021-06-03 17:18:00,3.858024691358025,75.00000000000001,,175.0,50.0,100.0,37.50000000000001,25.0,100.0,,2.5,,22.35294117647059,2.5,46.542553191489375,17.89473684210526
23,2021-06-03 17:19:00,4.548780487804879,75.00000000000001,75.00000000000001,2.5,175.0,625.0,66.66666666666667,25.0,25.0,,2.5,,19.435483870967744,2.5,47.35576923076924,14.999999999999998
24,2021-06-03 17:20:00,2.851027397260274,175.0,,2.5,75.00000000000001,49.99999999999998,175.0,17.5,1750.0,,2.5,,20.86206896551724,2.5,35.465116279069775,26.225490196078436
25,2021-06-03 17:21:00,3.0033003300330035,87.50000000000001,5.0,212.5,281.25000000000006,50.0,3.4999999999999996,4.999999999999999,75.00000000000001,,2.5,,20.204918032786885,2.5,44.35483870967742,22.413793103448274
26,2021-06-03 17:22:00,3.050847457627119,68.75,62.5,17.5,43.75000000000001,25.0,4.166666666666667,31.25,100.0,,2.5,,19.79591836734694,2.5,41.826923076923066,18.28947368421052
27,2021-06-03 17:23:00,3.1557377049180326,160.0,118.75000000000001,115.00000000000001,49.999999999999986,97.72727272727273,75.00000000000001,197.5,69.44444444444444,,2.5,,21.086956521739133,2.5154320987654324,59.12698412698414,19.130434782608695
28,2021-06-03 17:24:00,3.5055350553505535,100.0,83.33333333333334,134.09090909090907,59.37499999999999,116.66666666666663,25.000000000000043,35.41666666666668,68.75,,2.5,,20.882352941176475,2.5,57.333333333333336,21.666666666666668
29,2021-06-03 17:25:00,3.262081784386617,125.00000000000003,281.25,240.62500000000003,130.00000000000009,120.45454545454557,250.0,153.57142857142858,100.0,,2.5,,20.657894736842106,2.5,43.68811881188119,22.1875
